"";"pluv";"v.rel";"v.rel2";"v.abs";"pluv.m";"afluente";"defluente";"afluente.m"
"2013-03-23";0;90,1;69,6633753446239;884376550;6,07;5374944;2920320;4444819,2
"2013-03-24";0;90,3;69,8180110279638;886339650;6,07;4341600;2894400;4511980,8
"2013-03-25";2,8;90,6;70,0499645529736;889284300;5,64333333333333;5806944;2851200;4589020,8
"2013-03-26";0;90,8;70,2046002363135;891247400;5,09666666666667;4679424;3024000;4627353,6
"2013-03-27";3,7;91;70,3592359196534;893210500;5,22;5575392;2885760;4680115,2
"2013-03-28";0;91,1;70,4365537613234;894192050;5,19;3723840;2903040;4686105,6
"2013-03-29";0;91,2;70,5138716029933;895173600;4,36333333333333;3405024;2972160;4640400
"2013-03-30";0;91,2;70,5138716029933;895173600;4,35;3405888;2712960;4669286,4
"2013-03-31";0;91,3;70,5911894446633;896155150;4,35;3206304;2911680;4667644,8
"2013-04-01";0;91,1;70,4365537613234;894192050;4,35;1627776;2808000;4595875,2
"2013-04-02";0;91,1;70,4365537613234;894192050;4,35;2458944;3067200;4576348,8
"2013-04-03";5,6;91,1;70,4365537613234;894192050;4,53666666666667;3191616;2928960;4563100,8
"2013-04-04";2,9;91,2;70,5138716029933;895173600;4,63333333333333;3682368;2868480;4596681,6
"2013-04-05";4,4;91,2;70,5138716029933;895173600;4,67666666666667;2877984;3067200;4596969,6
"2013-04-06";16,2;91,7;70,9004608113431;900081350;4,81333333333333;7662816;2816640;4754620,8
"2013-04-07";0;91,8;70,977778653013;901062900;4,49333333333333;4426272;3067200;4758422,4
"2013-04-08";5,3;92;71,1324143363529;903026000;4,66333333333333;4980960;2747520;4816857,6
"2013-04-09";0;92,1;71,2097321780228;904007550;3,91;3776544;2998080;4701168
"2013-04-10";0;92,2;71,2870500196928;904989100;3,45333333333333;3539808;2825280;4598870,4
"2013-04-11";0;92,3;71,3643678613627;905970650;3,13333333333333;3939840;2946240;4532342,4
"2013-04-12";0;92,3;71,3643678613627;905970650;2,86333333333333;3078432;2946240;4462070,4
"2013-04-13";13,5;92,4;71,4416857030327;906952200;3,13666666666667;4038336;3238272;4430275,2
"2013-04-14";16,8;92,8;71,7509570697125;910878400;3,68666666666667;6765984;2842560;4534416
"2013-04-15";0,1;93;71,9055927530524;912841500;3,66333333333333;5249664;2903040;4596739,2
"2013-04-16";0,2;93;71,9055927530524;912841500;3,28333333333333;3085344;3240864;4521888
"2013-04-17";0,1;93,1;71,9829105947223;913823050;2,91666666666667;4332096;3041280;4426531,2
"2013-04-18";0,2;93,1;71,9829105947223;913823050;2,81333333333333;2960064;3119040;4304044,8
"2013-04-19";0;93;71,9055927530524;912841500;2,69;1764288;3136320;4147257,6
"2013-04-20";0;92,9;71,8282749113824;911859950;2,53;2625696;3119040;4053801,6
"2013-04-21";0,1;93;71,9055927530524;912841500;2,39666666666667;3325536;3075840;3963657,6
"2013-04-22";0;92,9;71,8282749113824;911859950;2,39666666666667;2090880;2885760;3854188,8
"2013-04-23";0;92,7;71,6736392280425;909896850;2,39666666666667;1945728;3144960;3774326,4
"2013-04-24";0;92,7;71,6736392280425;909896850;2,30333333333333;2678400;3119040;3670041,6
"2013-04-25";0;92,6;71,5963213863726;908915300;2,30333333333333;1966464;3101760;3579609,6
"2013-04-26";0;92,5;71,5190035447026;907933750;2,18;2353536;3144960;3472214,4
"2013-04-27";0,1;92,4;71,4416857030327;906952200;2,18333333333333;2577312;3331584;3433996,8
"2013-04-28";0,1;92,3;71,3643678613627;905970650;2,18666666666667;2142720;3456000;3391920
"2013-04-29";0;92,2;71,2870500196928;904989100;2,18666666666667;2559168;3430080;3363696
"2013-04-30";0;92;71,1324143363529;903026000;2,18666666666667;1845504;3430080;3318336
"2013-05-01";0;92;71,1324143363529;903026000;2,18666666666667;2485728;3343680;3346934,4
"2013-05-02";0;91,8;70,977778653013;901062900;2,18666666666667;2318112;3456000;3342240
"2013-05-03";0;91,7;70,9004608113431;900081350;2;2565216;3456000;3321360
"2013-05-04";0,1;91,6;70,8231429696731;899099800;1,90666666666667;2001024;3456000;3265315,2
"2013-05-05";0;91,5;70,7458251280031;898118250;1,76;2668896;3456000;3258345,6
"2013-05-06";1,6;91,3;70,5911894446633;896155150;1,27333333333333;1492992;3456000;3052684,8
"2013-05-07";0,1;91,2;70,5138716029933;895173600;1,27666666666667;2605824;3456000;2992003,2
"2013-05-08";0,1;91,1;70,4365537613234;894192050;1,10333333333333;1825632;3438720;2886825,6
"2013-05-09";0;91;70,3592359196534;893210500;1,10333333333333;1989792;3067200;2827267,2
"2013-05-10";0,1;90,8;70,2046002363135;891247400;1,10666666666667;1884384;3386880;2772086,4
"2013-05-11";0,1;90,7;70,1272823946436;890265850;1,11;2067552;3456000;2709676,8
"2013-05-12";0,1;90,5;69,9726467113037;888302750;1,11333333333333;1924128;3456000;2671200
"2013-05-13";0,1;90,4;69,8953288696337;887321200;0,666666666666666;1986336;3257280;2602800
"2013-05-14";0,1;90,2;69,7406931862938;885358100;0,11;1645920;3438720;2432131,2
"2013-05-15";0,1;90,1;69,6633753446239;884376550;0,11;2422656;3456000;2337897,6
"2013-05-16";0;90;69,5860575029539;883395000;0,103333333333333;2231712;3456000;2309443,2
"2013-05-17";0,1;89,8;69,431421819614;881431900;0,103333333333333;1963872;3456000;2230502,4
"2013-05-18";0;89,6;69,2767861362741;879468800;0,0966666666666665;1179360;3456000;2171145,6
"2013-05-19";0;89,4;69,1221504529342;877505700;0,0966666666666665;1594080;3456000;2165472
"2013-05-20";0;89,2;68,9675147695943;875542600;0,0966666666666665;1419552;3283200;2125267,2
"2013-05-21";0;89,1;68,8901969279244;874561050;0,0933333333333331;2115936;3456000;2084947,2
"2013-05-22";0,1;88,9;68,7355612445845;872597950;0,0966666666666665;1790208;3456000;2074924,8
"2013-05-23";7,9;88,8;68,6582434029145;871616400;0,36;2204928;3438720;2083564,8
"2013-05-24";0,1;88,7;68,5809255612446;870634850;0,363333333333333;2805408;3456000;2087798,4
"2013-05-25";0;88,5;68,4262898779047;868671750;0,363333333333333;1562976;3456000;2074348,8
"2013-05-26";0;88,4;68,3489720362347;867690200;0,363333333333333;2046816;3456000;2064124,8
"2013-05-27";0,2;88,2;68,1943363528948;865727100;0,366666666666666;1931040;3404160;2042582,4
"2013-05-28";6,1;88,2;68,1943363528948;865727100;0,566666666666666;2734560;3456000;2062310,4
"2013-05-29";13;88,2;68,1943363528948;865727100;1;4218048;3257280;2117606,4
"2013-05-30";7,9;88,3;68,2716541945648;866708650;1,26333333333333;3729024;3270240;2180390,4
"2013-05-31";0;88,4;68,3489720362347;867690200;1,26333333333333;3989088;3119040;2230502,4
"2013-06-01";0,1;88,4;68,3489720362347;867690200;1,26666666666667;2896992;2985120;2249798,4
"2013-06-02";0,1;88,3;68,2716541945648;866708650;1,27;2397600;3153600;2244211,2
"2013-06-03";13,9;88,3;68,2716541945648;866708650;1,73;2782944;2928960;2270275,2
"2013-06-04";0,1;88,2;68,1943363528948;865727100;1,73333333333333;2250720;3153600;2256336
"2013-06-05";0,1;88,1;68,1170185112249;864745550;1,68333333333333;2527200;3153600;2290809,6
"2013-06-06";0,1;88,1;68,1170185112249;864745550;1,68333333333333;2807136;3153600;2297520
"2013-06-07";0,1;88;68,0397006695549;863764000;1,68333333333333;2031264;3176928;2304374,4
"2013-06-08";0,1;87,8;67,885064986215;861800900;1,68666666666667;1907712;3216672;2301638,4
"2013-06-09";0;87,7;67,8077471445451;860819350;1,68333333333333;1734912;3240000;2296656
"2013-06-10";0,1;87,5;67,6531114612052;858856250;1,68333333333333;1661472;3188160;2283120
"2013-06-11";0,1;87,4;67,5757936195352;857874700;1,68333333333333;2011392;3269376;2286028,8
"2013-06-12";3,6;87,3;67,4984757778653;856893150;1,8;2180736;3283200;2292508,8
"2013-06-13";6,1;87,3;67,4984757778653;856893150;2;3348000;3283200;2349244,8
"2013-06-14";0,1;87,2;67,4211579361954;855911600;2;2157408;3283200;2340403,2
"2013-06-15";0,1;87,1;67,3438400945254;854930050;2,00333333333333;2315520;3283200;2343196,8
"2013-06-16";0,1;86,9;67,1892044111855;852966950;2,00333333333333;1967328;3283200;2343312
"2013-06-17";9,8;86,9;67,1892044111855;852966950;2,33;2249856;3240000;2378995,2
"2013-06-18";0,3;86,7;67,0345687278456;851003850;2,34;1971648;3283200;2391580,8
"2013-06-19";0,2;86,6;66,9572508861757;850022300;2,34666666666667;2214432;3283200;2418076,8
"2013-06-20";0,1;86,5;66,8799330445057;849040750;2,35;1837728;3283200;2408803,2
"2013-06-21";0,1;86,3;66,7252973611658;847077650;2,35;1645056;3283200;2403964,8
"2013-06-22";0;86,2;66,6479795194959;846096100;2,08666666666667;2014848;3283200;2397628,8
"2013-06-23";0,1;86;66,493343836156;844133000;2,08666666666667;1804032;3283200;2364249,6
"2013-06-24";0,3;85,9;66,416025994486;843151450;2,09666666666667;1804896;3240000;2372313,6
"2013-06-25";2,8;85,8;66,3387081528161;842169900;2,19;2464128;3144960;2386224
"2013-06-26";17,2;85,9;66,416025994486;843151450;2,75666666666667;3903552;3013632;2451974,4
"2013-06-27";4;85,9;66,416025994486;843151450;2,68666666666667;2657664;3041280;2449411,2
"2013-06-28";0,1;85,8;66,3387081528161;842169900;2,25666666666667;2358720;3196800;2387433,6
"2013-06-29";0,1;85,6;66,1840724694762;840206800;1,99666666666667;1850688;3196800;2324822,4
"2013-06-30";0,6;85,5;66,1067546278062;839225250;2,01666666666667;2168640;3196800;2264140,8
"2013-07-01";16,6;85,7;66,2613903111461;841188350;2,56666666666667;4609440;3058560;2321222,4
"2013-07-02";14,1;85,7;66,2613903111461;841188350;3,03333333333333;3574368;2937600;2360448
"2013-07-03";0,1;85,8;66,3387081528161;842169900;2,57333333333333;3241728;2928960;2375740,8
"2013-07-04";0;85,7;66,2613903111461;841188350;2,57;2325024;3153600;2378217,6
"2013-07-05";0,1;85,7;66,2613903111461;841188350;2,57;2850336;3153600;2388988,8
"2013-07-06";0,1;85,5;66,1067546278062;839225250;2,57;1745280;3153600;2353593,6
"2013-07-07";0,1;85,4;66,0294367861363;838243700;2,57;1734048;3153600;2343686,4
"2013-07-08";0,2;85,3;65,9521189444663;837262150;2,57333333333333;2156544;2920320;2351980,8
"2013-07-09";0,2;85,2;65,8748011027964;836280600;2,58;2100384;3049920;2364163,2
"2013-07-10";0;85,1;65,7974832611264;835299050;2,57666666666667;1497312;2877120;2358691,2
"2013-07-11";0,1;84,9;65,6428475777865;833335950;2,57666666666667;1758240;3223584;2350252,8
"2013-07-12";0,1;84,7;65,4882118944466;831372850;2,46;1558656;3283200;2329516,8
"2013-07-13";0;84,5;65,3335762111067;829409750;2,25666666666667;895968;3283200;2247782,4
"2013-07-14";0,1;84,4;65,2562583694368;828428200;2,25666666666667;2055456;3283200;2244384
"2013-07-15";1,5;84,2;65,1016226860969;826465100;2,30333333333333;1235520;2998080;2208384
"2013-07-16";0;84,1;65,0243048444269;825483550;2,3;2063232;3208896;2211580,8
"2013-07-17";0,1;83,9;64,869669161087;823520450;1,97666666666667;2083968;3214080;2206051,2
"2013-07-18";0,1;83,8;64,7923513194171;822538900;1,97;1556064;3369600;2192198,4
"2013-07-19";0,1;83,6;64,6377156360772;820575800;1,96666666666667;1441152;3369600;2166422,4
"2013-07-20";4,6;83,4;64,4830799527373;818612700;2,11666666666667;1240704;3179520;2146521,6
"2013-07-21";2,7;83,2;64,3284442693974;816649600;2,20333333333333;2001888;3257280;2158416
"2013-07-22";1,6;83,1;64,2511264277275;815668050;2,25666666666667;2172960;3274560;2163686,4
"2013-07-23";5,2;83;64,1738085860575;814686500;2,42666666666667;1643328;3257280;2158329,6
"2013-07-24";3,3;82,9;64,0964907443876;813704950;2,52666666666667;2210976;2832192;2171865,6
"2013-07-25";22,6;82,9;64,0964907443876;813704950;3,18666666666667;3345408;2928960;2201241,6
"2013-07-26";0,3;83;64,1738085860575;814686500;2,62333333333333;3861216;2963520;2199830,4
"2013-07-27";0,1;83,1;64,2511264277275;815668050;2,49333333333333;3316896;3075840;2221804,8
"2013-07-28";0;83;64,1738085860575;814686500;2,49;2660256;3101760;2231856
"2013-07-29";0,1;82,9;64,0964907443876;813704950;2,49;2019168;3119040;2237472
"2013-07-30";0,1;82,8;64,0191729027176;812723400;2,47333333333333;1940544;3240000;2229868,8
"2013-07-31";0,1;82,6;63,8645372193777;810760300;1,92333333333333;1397952;3240000;2122819,2
"2013-08-01";0,1;82,4;63,7099015360378;808797200;1,45666666666667;1612224;3263328;2057414,4
"2013-08-02";0,1;82,3;63,6325836943679;807815650;1,45666666666667;2030400;3283200;2017036,8
"2013-08-03";0,1;82,2;63,5552658526979;806834100;1,46;2128896;3283200;2010499,2
"2013-08-04";0,1;82;63,400630169358;804871000;1,46;1578528;3283200;1968105,6
"2013-08-05";0;81,9;63,3233123276881;803889450;1,45666666666667;1726272;3205440;1967472
"2013-08-06";0,1;81,7;63,1686766443482;801926350;1,45666666666667;1846368;3276288;1971216
"2013-08-07";0,1;81,5;63,0140409610083;799963250;1,45333333333333;1728000;3369600;1956931,2
"2013-08-08";0,1;81,3;62,8594052776684;798000150;1,45;1449792;3369600;1935244,8
"2013-08-09";0,1;81,2;62,7820874359984;797018600;1,45333333333333;1579392;3369600;1937980,8
"2013-08-10";0;80,9;62,5501339109886;794073950;1,45;1326240;3411072;1923580,8
"2013-08-11";0,1;80,7;62,3954982276487;792110850;1,45;1221696;3456000;1912348,8
"2013-08-12";0,1;80,5;62,2408625443088;790147750;1,45333333333333;1246752;3386880;1924041,6
"2013-08-13";0;80,3;62,0862268609689;788184650;1,45;1715040;3438720;1912694,4
"2013-08-14";1,2;80,1;61,931591177629;786221550;1,44;1707264;3456000;1928419,2
"2013-08-15";0,2;79,9;61,7769554942891;784258450;1,44666666666667;1353024;3456000;1904745,6
"2013-08-16";0;79,8;61,6996376526191;783276900;1,44333333333333;1631232;3317760;1889654,4
"2013-08-17";0;79,5;61,4676841276093;780332250;1,44;964224;3421440;1869926,4
"2013-08-18";0;79,3;61,3130484442694;778369150;1,43666666666667;881280;3360960;1851264
"2013-08-19";2,7;79,1;61,1584127609295;776406050;1,37333333333333;1749600;3119040;1868227,2
"2013-08-20";0;78,9;61,0037770775896;774442950;1,28333333333333;1255392;3438720;1843344
"2013-08-21";0;78,7;60,8491413942497;772479850;1,23;1697760;3456000;1827504
"2013-08-22";0,1;78,5;60,6945057109098;770516750;1,06;1276992;3456000;1815292,8
"2013-08-23";0;78,3;60,5398700275699;768553650;0,95;1231200;3456000;1782633,6
"2013-08-24";0,1;78,1;60,38523434423;766590550;0,2;1766016;3456000;1729987,2
"2013-08-25";0;77,8;60,1532808192202;763645900;0,19;1058400;3456000;1636560
"2013-08-26";0;77,6;59,9986451358803;761682800;0,186666666666666;1312416;3360960;1569744
"2013-08-27";1,4;77,4;59,8440094525404;759719700;0,233333333333333;1380672;3456000;1527091,2
"2013-08-28";0,4;77,2;59,6893737692005;757756600;0,243333333333333;1242432;3317760;1501200
"2013-08-29";0;77;59,5347380858606;755793500;0,24;1029888;3438720;1470844,8
"2013-08-30";0;76,8;59,3801024025207;753830400;0,236666666666666;1232064;3343680;1465315,2
"2013-08-31";0;76,5;59,1481488775108;750885750;0,233333333333333;1091232;3430080;1447948,8
"2013-09-01";0,1;76,3;58,9935131941709;748922650;0,233333333333333;1288224;3456000;1423209,6
"2013-09-02";0;76,1;58,838877510831;746959550;0,23;1090368;3352320;1388592
"2013-09-03";0;75,8;58,6069239858212;744014900;0,226666666666666;1122336;3421440;1373385,6
"2013-09-04";6,5;75,7;58,5296061441512;743033350;0,443333333333333;1632960;3360960;1370275,2
"2013-09-05";0,7;75,5;58,3749704608113;741070250;0,463333333333333;1538784;3240000;1360022,4
"2013-09-06";0;75,3;58,2203347774714;739107150;0,46;1332288;3257280;1346832
"2013-09-07";0;75,1;58,0656990941315;737144050;0,456666666666666;1242432;3404160;1339920
"2013-09-08";0;74,9;57,9110634107916;735180950;0,453333333333333;1553472;3456000;1339056
"2013-09-09";0;74,6;57,6791098857818;732236300;0,453333333333333;893376;3317760;1324627,2
"2013-09-10";0;74,4;57,5244742024419;730273200;0,45;1009152;3382560;1317542,4
"2013-09-11";0;74,2;57,369838519102;728310100;0,446666666666666;1349568;3628800;1320969,6
"2013-09-12";0;73,9;57,1378849940922;725365450;0,446666666666666;984960;3629664;1296633,6
"2013-09-13";0;73,6;56,9059314690823;722420800;0,406666666666666;942624;3683232;1271145,6
"2013-09-14";0;73,3;56,6739779440725;719476150;0,4;896832;3715200;1255939,2
"2013-09-15";0;73;56,4420244190626;716531500;0,4;958176;3697920;1233504
"2013-09-16";0;72,8;56,2873887357227;714568400;0,4;924480;3559680;1232179,2
"2013-09-17";1,5;72,5;56,0554352107129;711623750;0,45;870912;3680640;1231833,6
"2013-09-18";7,5;72,3;55,900799527373;709660650;0,61;1711584;3576960;1230566,4
"2013-09-19";2,5;72,1;55,7461638440331;707697550;0,693333333333333;1264896;3507840;1230883,2
"2013-09-20";4,4;71,9;55,5915281606932;705734450;0,84;1747872;3576960;1232553,6
"2013-09-21";1,1;71,7;55,4368924773533;703771350;0,873333333333333;1857600;3594240;1251907,2
"2013-09-22";0,2;71,5;55,2822567940134;701808250;0,88;1453248;3715200;1259308,8
"2013-09-23";5,3;71,2;55,0503032690035;698863600;1,05333333333333;1315008;3646080;1244275,2
"2013-09-24";3,7;71;54,8956675856636;696900500;1,17666666666667;1302048;3609792;1252396,8
"2013-09-25";0,4;70,8;54,7410319023237;694937400;1,19;1219968;3464640;1249315,2
"2013-09-26";0,1;70,5;54,5090783773139;691992750;1,14666666666667;1353888;3628800;1248422,4
"2013-09-27";0;70,3;54,354442693974;690029650;1,13333333333333;922752;3628800;1237766,4
"2013-09-28";0;70;54,1224891689642;687085000;1,13333333333333;705024;3611520;1226937,6
"2013-09-29";3,6;69,7;53,8905356439543;684140350;1,25333333333333;720576;3533760;1209888
"2013-09-30";0,4;69,5;53,7358999606144;682177250;1,26666666666667;1419552;3594240;1220832
"2013-10-01";6,4;69,4;53,6585821189445;681195700;1,47666666666667;2337984;3291840;1255824
"2013-10-02";14,3;69,3;53,5812642772745;680214150;1,95333333333333;2548800;3568320;1304438,4
"2013-10-03";1,8;69,2;53,5039464356046;679232600;2,01333333333333;2071872;3157920;1336089,6
"2013-10-04";29,6;69,2;53,5039464356046;679232600;2,78333333333333;3430080;3075840;1395993,6
"2013-10-05";1,5;69,3;53,5812642772745;680214150;2,81;4455648;3016224;1493222,4
"2013-10-06";0,1;69,3;53,5812642772745;680214150;2,81333333333333;2536704;2894400;1533369,6
"2013-10-07";0;69,2;53,5039464356046;679232600;2,81333333333333;1823040;2859840;1552723,2
"2013-10-08";0,2;69;53,3493107522647;677269500;2,82;1130976;2894400;1538640
"2013-10-09";0;68,8;53,1946750689248;675306400;2,82;1443744;3125952;1556985,6
"2013-10-10";0;68,6;53,0400393855849;673343300;2,82;1343520;3317760;1568131,2
"2013-10-11";0;68,4;52,885403702245;671380200;2,82;1145664;3369600;1561334,4
"2013-10-12";0;68,2;52,7307680189051;669417100;2,82;1273536;3531168;1570953,6
"2013-10-13";0;67,9;52,4988144938952;666472450;2,82;863136;3291840;1568304
"2013-10-14";0;67,7;52,3441788105553;664509350;2,82;915840;3317760;1568937,6
"2013-10-15";0,7;67,5;52,1895431272154;662546250;2,84333333333333;1331424;3525120;1581379,2
"2013-10-16";10,8;67,4;52,1122252855455;661564700;3,20333333333333;2665440;3507840;1639411,2
"2013-10-17";14;67,4;52,1122252855455;661564700;3,62;2935872;3283200;1708243,2
"2013-10-18";1,6;67,3;52,0349074438755;660583150;3,42333333333333;2635200;3386880;1739030,4
"2013-10-19";21,3;67,5;52,1895431272154;662546250;4,05;5304960;3404160;1873699,2
"2013-10-20";0,1;67,5;52,1895431272154;662546250;3,90666666666667;3583872;3309120;1934899,2
"2013-10-21";0;67,4;52,1122252855455;661564700;3,87;2670624;3265920;1962000
"2013-10-22";6,6;67,3;52,0349074438755;660583150;4,08333333333333;2334528;3438720;1991376
"2013-10-23";1,3;67,3;52,0349074438755;660583150;3,95;2713824;3337632;2038003,2
"2013-10-24";9,3;67,2;51,9575896022056;659601600;4,13666666666667;3254688;3283200;2103091,2
"2013-10-25";0,2;67,1;51,8802717605356;658620050;4,13;2196288;3283200;2135635,2
"2013-10-26";0,2;67;51,8029539188657;657638500;4,13333333333333;1470528;3274560;2139523,2
"2013-10-27";0,1;66,8;51,6483182355258;655675400;4,13666666666667;1570752;3283200;2161123,2
"2013-10-28";3,3;66,6;51,4936825521859;653712300;4,24666666666667;1405728;3144960;2184480
"2013-10-29";0;66,4;51,339046868846;651749200;4,12666666666667;1247616;3421440;2202048
"2013-10-30";0;66,2;51,1844111855061;649786100;4,11333333333333;1073088;3290112;2190499,2
"2013-10-31";0,3;66;51,0297755021662;647823000;3,91;1447200;3430080;2160806,4
"2013-11-01";0;65,8;50,8751398188263;645859900;3,43333333333333;1386720;3343680;2122070,4
"2013-11-02";0;65,5;50,6431862938165;642915250;3,37333333333333;903744;3451680;2083132,8
"2013-11-03";0;65,3;50,4885506104766;640952150;2,38666666666667;1365984;3620160;2014329,6
"2013-11-04";0;65;50,2565970854667;638007500;2,33666666666667;1240704;3481920;1907164,8
"2013-11-05";15,8;64,8;50,1019614021268;636044400;2,86;1252800;3447360;1864368
"2013-11-06";0,2;64,8;50,1019614021268;636044400;2,86666666666667;3157056;3378240;1908835,2
"2013-11-07";7,1;64,8;50,1019614021268;636044400;3,09666666666667;2955744;3257280;1969660,8
"2013-11-08";0,5;64,6;49,9473257187869;634081300;3,11333333333333;2015712;3438720;1988726,4
"2013-11-09";0;64,3;49,7153721937771;631136650;3,11333333333333;623808;3481920;1964736
"2013-11-10";0;64,1;49,5607365104372;629173550;3,11333333333333;874368;3620160;1955692,8
"2013-11-11";0;63,8;49,3287829854273;626228900;3,11333333333333;806976;3326400;1940140,8
"2013-11-12";0;63,6;49,1741473020874;624265800;3,11333333333333;1454112;3620160;1959840
"2013-11-13";0,3;63,4;49,0195116187475;622302700;3,12333333333333;1414368;3490560;1976457,6
"2013-11-14";0;63,1;48,7875580937377;619358050;3,1;749952;3763584;1957075,2
"2013-11-15";0;62,7;48,4782867270579;615431850;2,74;743904;3888000;1893024
"2013-11-16";1,6;62,5;48,323651043718;613468750;2,32666666666667;1113696;3836160;1832284,8
"2013-11-17";21,4;62,4;48,246333202048;612487200;2,98666666666667;3142368;3818880;1849190,4
"2013-11-18";0,6;62,1;48,0143796770382;609542550;2,29666666666667;1102464;3516480;1709107,2
"2013-11-19";0,3;61,9;47,8597439936983;607579450;2,30333333333333;1518048;3741120;1640246,4
"2013-11-20";1,8;61,7;47,7051083103584;605616350;2,36333333333333;1372032;3749760;1596960
"2013-11-21";1,6;61,4;47,4731547853486;602671700;2,19666666666667;1380672;3870720;1565164,8
"2013-11-22";3;61,2;47,3185191020087;600708600;2,25333333333333;1797984;3888000;1534636,8
"2013-11-23";9,9;61;47,1638834186688;598745500;2,27333333333333;2050272;3784320;1494489,6
"2013-11-24";7;60,9;47,0865655769988;597763950;2,5;2433024;3559680;1502380,8
"2013-11-25";5,9;60,9;47,0865655769988;597763950;2,69;3243456;3426624;1561478,4
"2013-11-26";11,1;60,9;47,0865655769988;597763950;3,05666666666667;3567456;3231360;1628035,2
"2013-11-27";4,6;60,9;47,0865655769988;597763950;3,1;3173472;3248640;1686960
"2013-11-28";4;61;47,1638834186688;598745500;3,23333333333333;4327776;3222720;1789632
"2013-11-29";0,4;61,1;47,2412012603387;599727050;3,24666666666667;3681504;3326400;1876579,2
"2013-11-30";0;61;47,1638834186688;598745500;3,23666666666667;2324160;3326400;1905811,2
"2013-12-01";0,2;60,9;47,0865655769988;597763950;3,24333333333333;2207520;3205440;1933171,2
"2013-12-02";0;60,7;46,9319298936589;595800850;3,24333333333333;1734912;3024000;1960876,8
"2013-12-03";4,9;60,7;46,9319298936589;595800850;3,40666666666667;2785536;3326400;2008195,2
"2013-12-04";0,1;60,6;46,854612051989;594819300;3,41;3044736;3441312;2068329,6
"2013-12-05";0;60,5;46,777294210319;593837750;2,88333333333333;1959552;3542400;2091888
"2013-12-06";12,6;60,4;46,6999763686491;592856200;3,29666666666667;2721600;3604608;2077372,8
"2013-12-07";0,1;60,3;46,6226585269791;591874650;3,06333333333333;2875392;3593376;2074694,4
"2013-12-08";13,5;60,3;46,6226585269791;591874650;3,49666666666667;2814048;3438720;2101305,6
"2013-12-09";0,6;60,2;46,5453406853092;590893100;3,51666666666667;2985120;3326400;2180016
"2013-12-10";2,9;60,1;46,4680228436392;589911550;3,61333333333333;1953504;3620160;2215987,2
"2013-12-11";9;60,1;46,4680228436392;589911550;3,91333333333333;3346272;3352320;2300630,4
"2013-12-12";0,4;59,9;46,3133871602993;587948450;3,92666666666667;2145312;3329856;2323670,4
"2013-12-13";0,1;59,8;46,2360693186294;586966900;3,92;1803168;3170880;2336630,4
"2013-12-14";0;59,7;46,1587514769594;585985350;3,92;1931904;3127680;2376028,8
"2013-12-15";0;59,5;46,0041157936195;584022250;3,92;1734912;3110400;2409062,4
"2013-12-16";0;59,4;45,9267979519496;583040700;3,86666666666667;1341792;3006720;2416665,6
"2013-12-17";0;59,1;45,6948444269397;580096050;3,15333333333333;1069632;3381696;2347574,4
"2013-12-18";0;58,9;45,5402087435998;578132950;3,13333333333333;1342656;3481920;2355580,8
"2013-12-19";0;58,7;45,3855730602599;576169850;3,12333333333333;1002240;3519072;2338387,2
"2013-12-20";0;58,4;45,1536195352501;573225200;3,06333333333333;1149984;3404160;2330985,6
"2013-12-21";0;58,2;44,9989838519102;571262100;3,01;1417824;3697920;2332224
"2013-12-22";0;57,9;44,7670303269004;568317450;2,91;616032;3499200;2292825,6
"2013-12-23";3,2;57,7;44,6123946435605;566354350;2,68666666666667;1262304;3291840;2266560
"2013-12-24";0,1;57,5;44,4577589602206;564391250;2,45666666666667;1466208;3490560;2234332,8
"2013-12-25";8,1;57,4;44,3804411185506;563409700;2,53;2210976;3490560;2199916,8
"2013-12-26";0,9;57,2;44,2258054352107;561446600;2,19;2104704;3162240;2151158,4
"2013-12-27";0;57,1;44,1484875935408;560465050;2,03666666666667;2376864;3473280;2124604,8
"2013-12-28";0;56,9;43,9938519102009;558501950;1,90333333333333;1133568;3533760;2018131,2
"2013-12-29";0,4;56,7;43,839216226861;556538850;1,90333333333333;1829088;3421440;1956384
"2013-12-30";2,5;56,6;43,761898385191;555557300;1,98666666666667;1775520;2847744;1938096
"2013-12-31";3,6;56,5;43,6845805435211;554575750;2,1;2089152;2937600;1934150,4
"2014-01-01";1,8;56,4;43,6072627018511;553594200;2,16;1947456;2868480;1941235,2
"2014-01-02";2,1;56,3;43,5299448601812;552612650;2,06666666666667;1544832;2566080;1899878,4
"2014-01-03";0,1;56,2;43,4526270185112;551631100;2,06666666666667;1346112;3032640;1843257,6
"2014-01-04";0,9;56,1;43,3753091768413;550649550;2,09666666666667;2458944;3214944;1859904
"2014-01-05";13,6;55,9;43,2206734935014;548686450;2,13;1424736;2859840;1816675,2
"2014-01-06";2;55,8;43,1433556518314;547704900;2,19333333333333;917568;2687040;1751414,4
"2014-01-07";0;55,6;42,9887199684915;545741800;1,74333333333333;984096;2989440;1690416
"2014-01-08";0;55,3;42,7567664434817;542797150;1,72333333333333;1026432;3067200;1625126,4
"2014-01-09";1,4;55,1;42,6021307601418;540834050;1,67333333333333;987552;3024000;1592928
"2014-01-10";0,2;55;42,5248129184718;539852500;1,38;1637280;3015360;1535961,6
"2014-01-11";0,7;54,7;42,292859393462;536907850;1,39;566784;3041280;1483344
"2014-01-12";13,7;54,5;42,1382237101221;534944750;1,84333333333333;945216;2937600;1454745,6
